0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"ＪＴ(2914)の買い予想。 ソゼ さんの売買予想。 目標株価： 3,833円 期間： 短期(数分~数日) 理由： その他 .",日本たばこ産業,2017/04/11,17:57,買い予想,ソゼさん,0.06,"3,711.0",-2.98,"3,832",短期(数分～数日),その他,,"3,668.0",04月12日,11:56,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/2914-日本たばこ産業/2017-04-12-11-55-49/comment\1.html
