概要,企業,予想日,予想時刻,売買,ユーザ名,所持ポイント,登録時株価,取得ポイント,目標株価,予想期間,理由,コメント,データ取得時株価,データ取得日,データ取得時間,参照html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 shouhei さんの売買予想。 目標株価： 510円 期間： 短期(数分~数日) 理由： チャート 株価診断結果「割安」に賛成,スカパーJSATホールディングス,2011/07/13,21:57,買い予想,shouheiさん,118.68,345.0,+117.04,510,短期(数分～数日),チャート,"【株価分析結果】2011/07/13 04:16
　割安

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割高と判断され、また相対比較で割安と判断されます。しかし、相対比較の方が連動性が高いことから、現在の株価は「割安」と結論付けました。
　但し、この銘柄の株価が「35,207円」を超えると割高圏内に入ります。加えて、PBRが一倍割れなことから将来のキャッシュフローが悪化する見通しの場合を除き、長期的には下値リスクの軽減から買い圧力が高まる可能性があります。
　このように、この銘柄は現在の株価水準において割安と判断されますが、この結果は必ずしも今後の株価の上昇を示唆するものではありません。
投資判断においては、利益関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄はPSRの変動幅が最も狭いことから売上動向が投資判断で重視されている可能性があります。現状、PSRは過去平均値より高い為、過去比較の観点からは割高と判断されます。

【相対比較】
　一方、この銘柄のPERは日本株全体銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では日本株全体を対象に利益動向が比較されている可能性があります。
　結果、現在、この銘柄のPERは日本株全体の平均値よりも低い為、相対比較の観点からは割安と判断されます。

",488.0,04月10日,12:20,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\45.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 ☆プリ☆彡 さんの売買予想。 目標株価： 510円 期間： 中期(数週間~数ヶ月) 理由： その他 ☆教材その③勉強させていただきますっちゃー,スカパーJSATホールディングス,2011/06/23,13:09,買い予想,☆プリ☆彡さん,426.89,318.0,+151.12,510,中期(数週間～数ヶ月),その他,"
双子もかわいいけど
三つ子もかわいいねえ",488.0,04月10日,12:20,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\46.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 かにたま さんの売買予想。 目標株価： 510円 期間： 中期(数週間~数ヶ月) 理由： チャート 買い,スカパーJSATホールディングス,2011/06/06,21:15,買い予想,かにたまさん,245.83,308.5,+164.53,510,中期(数週間～数ヶ月),チャート,,488.0,04月10日,12:20,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\47.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 短期決戦 さんの売買予想。 目標株価： 510円 期間： 短期(数分~数日) 理由： その他 k,スカパーJSATホールディングス,2011/05/16,05:57,買い予想,短期決戦さん,131.46,318.0,+151.12,510,短期(数分～数日),その他,k,488.0,04月10日,12:20,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\48.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 ｷﾉﾋﾟｰ さんの売買予想。 目標株価： 510円 期間： 短期(数分~数日) 理由： 業績(会社計画の修正発表を含む) 買い,スカパーJSATホールディングス,2011/04/28,00:53,買い予想,ｷﾉﾋﾟｰさん,4879.4,310.0,+162.36,510,短期(数分～数日),業績(会社計画の修正発表を含む),,488.0,04月10日,12:20,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\49.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 ひとみん｡｡☆ さんの売買予想。 目標株価： 475円 期間： 短期(数分~数日) 理由： チャート ･･騰がりそう☆,スカパーJSATホールディングス,2017/02/05,23:07,買い予想,ひとみん｡｡☆さん,0.86,470.0,+10.28,475,短期(数分～数日),チャート,,488.0,04月10日,12:19,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\5.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 【ランキング１位】神様【５冠王】 さんの売買予想。 目標株価： 510円 期間： 長期(数ヶ月～数年) 理由： その他 個人投資家の意見「売り」に反対,スカパーJSATホールディングス,2011/03/16,00:33,買い予想,【ランキング１位】神様【５冠王】さん,591.12,231.0,+315.13,510,長期(数ヶ月～数年),その他,,488.0,04月10日,12:20,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\50.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 dover さんの売買予想。 目標株価： 650円 期間： 長期(数ヶ月～数年) 理由： その他 長友のインテル移籍,スカパーJSATホールディングス,2011/02/05,10:40,買い予想,doverさん,75.34,310.0,+162.36,650,長期(数ヶ月～数年),その他,"長友のインテル移籍に伴い、スカパーはセリエＡのインテル戦の全試合生中継を決断しました。これはスカパーにスポットライトが当たり、思いも寄らぬ追い風が吹くことでしょう。
日足チャートを見ると一番底揉みがもう少し欲しいところですが、まあ拾っておいてもよいゾーンに入っていると思います。

",488.0,04月10日,12:20,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\51.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 かわらばやし さんの売買予想。 目標株価： 510円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) アジアカップ、斉藤（日ハム）効果絶大,スカパーJSATホールディングス,2011/02/01,23:47,買い予想,かわらばやしさん,146.59,310.5,+161.64,510,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,488.0,04月10日,12:21,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\52.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 Ｔお さんの売買予想。 目標株価： 510円 期間： 長期(数ヶ月～数年) 理由： 業績(会社計画の修正発表を含む) 買い推奨,スカパーJSATホールディングス,2011/01/15,21:01,買い予想,Ｔおさん,81.39,326.0,+140.43,510,長期(数ヶ月～数年),業績(会社計画の修正発表を含む),"（訂正）　2010年12月末現在 契約件数について(適時開示情報)
2011/01/05(17:15)
http://minkabu.jp/stock/9412/news/93702",488.0,04月10日,12:21,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\53.html
スカパーＪＳＡＴホールディングス(9412)の買い予想。 ジャックブルー さんの売買予想。 目標株価： 510円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 買い予想！,スカパーJSATホールディングス,2011/01/14,15:37,買い予想,ジャックブルーさん,630.31,326.0,+140.43,510,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),業績好調！買い予想！,488.0,04月10日,12:21,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/9412-スカパーJSATホールディングス/2017-04-10-12-18-57/comment\54.html
