概要,企業,予想日,予想時刻,売買,ユーザ名,所持ポイント,登録時株価,取得ポイント,目標株価,予想期間,理由,コメント,データ取得時株価,データ取得日,データ取得時間,参照html
ＩＨＩ(7013)の買い予想。 まんじ卍 さんの売買予想。 目標株価： 435円 期間： 長期(数ヶ月～数年) 理由： イベント(増資／合弁・買収／分割等) a,IHI,2013/09/09,00:21,買い予想,まんじ卍さん,207.33,411.0,-31.13,435,長期(数ヶ月～数年),イベント(増資／合弁・買収／分割等),a,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\117.html
ＩＨＩ(7013)の買い予想。 みっちゃん55 さんの売買予想。 目標株価： 514円 期間： 長期(数ヶ月～数年) 理由： 業績(会社計画の修正発表を含む) 騰がる,IHI,2013/09/08,23:05,買い予想,みっちゃん55さん,57.95,411.0,-31.13,514,長期(数ヶ月～数年),業績(会社計画の修正発表を含む),,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\118.html
ＩＨＩ(7013)の買い予想。 短期より長期で儲ける？ さんの売買予想。 目標株価： 435円 期間： 長期(数ヶ月～数年) 理由： 業績(会社計画の修正発表を含む) 個人投資家の意見「買い」に賛成,IHI,2013/09/08,15:12,買い予想,短期より長期で儲ける？さん,2.81,411.0,-31.13,435,長期(数ヶ月～数年),業績(会社計画の修正発表を含む),,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\119.html
ＩＨＩ(7013)の売り予想。 ７本ＤＭ さんの売買予想。 目標株価： 324円 期間： 中期(数週間~数ヶ月) 理由： 個人投資家の予想 88.7pk,IHI,2017/02/15,21:44,売り予想,７本ＤＭさん,0.86,344.0,-19.83,323,中期(数週間～数ヶ月),個人投資家の予想,,367.0,04月09日,20:45,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\12.html
ＩＨＩ(7013)の買い予想。 くわかぶと さんの売買予想。 目標株価： 832円 期間： 中期(数週間~数ヶ月) 理由： その他 個人投資家の意見「買い」に賛成,IHI,2013/09/05,15:59,買い予想,くわかぶとさん,306.99,405.0,-27.38,832,中期(数週間～数ヶ月),その他,,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\120.html
ＩＨＩ(7013)の買い予想。 マサラ さんの売買予想。 目標株価： 450円 期間： 中期(数週間~数ヶ月) 理由： その他 個人投資家の意見「買い」に賛成,IHI,2013/08/25,22:36,買い予想,マサラさん,40.04,413.0,-32.36,450,中期(数週間～数ヶ月),その他,,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\121.html
ＩＨＩ(7013)の買い予想。 うかうかたん さんの売買予想。 目標株価： 419円 期間： 短期(数分~数日) 理由： チャート 反発,IHI,2013/08/08,07:30,買い予想,うかうかたんさん,-96.31,409.0,-29.89,419,短期(数分～数日),チャート,,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\122.html
ＩＨＩ(7013)の買い予想。 do_do さんの売買予想。 目標株価： 664円 期間： 長期(数ヶ月～数年) 理由： その他 個人投資家の意見「買い」に賛成,IHI,2013/07/17,07:30,買い予想,do_doさん,342.78,442.0,-48.89,664,長期(数ヶ月～数年),その他,[2013/07/17 07:30]藻による航空機用ガソリン生産の報道,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\123.html
ＩＨＩ(7013)の買い予想。 kakukaku さんの売買予想。 目標株価： 469円 期間： 短期(数分~数日) 理由： 業績(会社計画の修正発表を含む) 株価診断結果「妥当圏内」に反対,IHI,2013/07/16,01:25,買い予想,kakukakuさん,-12.25,450.0,-53.08,469,短期(数分～数日),業績(会社計画の修正発表を含む),,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\124.html
ＩＨＩ(7013)の買い予想。 小笠原コールド さんの売買予想。 目標株価： 383円 期間： 短期(数分~数日) 理由： チャート 個人投資家の意見「買い」に賛成,IHI,2013/06/30,12:49,買い予想,小笠原コールドさん,62.8,387.0,-15.43,383,短期(数分～数日),チャート,,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\125.html
ＩＨＩ(7013)の買い予想。 ナイルの庭 さんの売買予想。 目標株価： 361円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 個人投資家の意見「買い」に賛成,IHI,2013/06/15,12:37,買い予想,ナイルの庭さん,295.42,345.0,+17.30,361,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\126.html
ＩＨＩ(7013)の買い予想。 チキン・ハザード さんの売買予想。 目標株価： 655円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) かい,IHI,2013/06/10,22:19,買い予想,チキン・ハザードさん,37.21,368.0,-1.54,655,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,367.0,04月09日,20:48,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\127.html
ＩＨＩ(7013)の買い予想。 onyarigo さんの売買予想。 目標株価： 480円 期間： 中期(数週間~数ヶ月) 理由： その他 買い,IHI,2013/05/30,23:35,買い予想,onyarigoさん,106.49,388.0,-16.12,480,中期(数週間～数ヶ月),その他,"内閣府の宇宙政策委員会は30日、現在のH2Aロケットの後継として2020年度の初打ち上げを目指している。
「H3ロケット（仮称）」の開発着手を正式決定した。来年度予算の概算要求に開発費が盛り込まれる。
三菱重工が燃焼器、 IHI がターボポンプの設計・製造を行い、 JAXA が全体のとりまとめを担う。",367.0,04月09日,20:49,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\128.html
ＩＨＩ(7013)の買い予想。 深淡生 さんの売買予想。 目標株価： 470円 期間： 中期(数週間~数ヶ月) 理由： チャート 個人投資家の意見「買い」に賛成,IHI,2013/05/23,18:31,買い予想,深淡生さん,70.84,415.0,-33.57,470,中期(数週間～数ヶ月),チャート,,367.0,04月09日,20:49,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\129.html
ＩＨＩ(7013)の買い予想。 sa-harry さんの売買予想。 目標株価： 305円 期間： 中期(数週間~数ヶ月) 理由： 個人投資家の予想 個人投資家の意見「買い」に賛成,IHI,2017/02/01,10:12,買い予想,sa-harryさん,17.35,305.0,+56.87,305,中期(数週間～数ヶ月),個人投資家の予想,,367.0,04月09日,20:45,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\13.html
ＩＨＩ(7013)の買い予想。 icy*_20*1 さんの売買予想。 目標株価： 577円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 個人投資家の意見「買い」に賛成,IHI,2013/05/23,10:58,買い予想,icy*_20*1さん,-50.06,443.0,-49.42,577,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,367.0,04月09日,20:49,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\130.html
ＩＨＩ(7013)の買い予想。 custodian-k＆k さんの売買予想。 目標株価： 600円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) シェールガス関連に期待,IHI,2013/05/20,17:49,買い予想,custodian-k＆kさん,84.0,425.0,-39.47,600,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),"【株価分析結果】2013/05/18 02:23
　割安

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割高と判断され、また相対比較で割安と判断されます。しかし、相対比較の方が連動性が高いことから、現在の株価は「割安」と結論付けました。
　但し、この銘柄の株価が「1,035円」を超えると割高圏内に入ります。なお、この銘柄は相対比較において割引評価される傾向にあり、理論株価はその点を考慮して算出されております。
　このように、この銘柄は現在の株価水準において割安と判断されますが、この結果は必ずしも今後の株価の上昇を示唆するものではありません。
投資判断においては、売上関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄はPSRの変動幅が最も狭いことから売上動向が投資判断で重視されている可能性があります。現状、PSRは過去平均値より高い為、過去比較の観点からは割高と判断されます。

【相対比較】
　一方、この銘柄のPSRは日本株全体銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では日本株全体を対象に売上動向が比較されている可能性があります。また、この銘柄は相対比較において割引評価される傾向にある為、それを考慮します。
　結果、現在、この銘柄の株価は相対比較の観点で割安と判断されます。
",367.0,04月09日,20:49,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\131.html
ＩＨＩ(7013)の買い予想。 貴哉 さんの売買予想。 目標株価： 400円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 株価診断結果「割安」に賛成,IHI,2013/04/26,22:08,買い予想,貴哉さん,304.45,360.0,+4.73,400,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,367.0,04月09日,20:49,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7013-IHI/2017-04-09-20-44-33/comment\132.html
