概要,企業,予想日,予想時刻,売買,ユーザ名,所持ポイント,登録時株価,取得ポイント,目標株価,予想期間,理由,コメント,データ取得時株価,データ取得日,データ取得時間,参照html
"日本製鋼所(5631)の買い予想。 ７本ＤＭ さんの売買予想。 目標株価： 1,862円 期間： 中期(数週間~数ヶ月) 理由： 個人投資家の予想 6.7pk",日本製鋼所,2017/04/09,22:45,買い予想,７本ＤＭさん,0.86,"1,796.0",+0.00,"1,861",中期(数週間～数ヶ月),個人投資家の予想,,"1,799.0",04月10日,20:33,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/5631-日本製鋼所/2017-04-10-20-33-19/comment\1.html
"日本製鋼所(5631)の買い予想。 ソゼ さんの売買予想。 目標株価： 1,828円 期間： 短期(数分~数日) 理由： その他 .",日本製鋼所,2017/04/11,18:02,買い予想,ソゼさん,0.06,"1,756.0",-2.59,"1,828",短期(数分～数日),その他,,"1,739.0",04月12日,12:17,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/5631-日本製鋼所/2017-04-12-12-17-24/comment\1.html
