0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
大成建設(1801)の買い予想。 ソゼ さんの売買予想。 目標株価： 853円 期間： 短期(数分~数日) 理由： その他 .,大成建設,2017/04/11,17:59,買い予想,ソゼさん,0.06,824.0,+0.34,852,短期(数分～数日),その他,,825.0,04月12日,11:46,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/1801-大成建設/2017-04-12-11-46-43/comment\1.html
