概要,企業,予想日,予想時刻,売買,ユーザ名,所持ポイント,登録時株価,取得ポイント,目標株価,予想期間,理由,コメント,データ取得時株価,データ取得日,データ取得時間,参照html
ジーエス・ユアサ コーポレーション(6674)の売り予想。 kanchistardust さんの売買予想。 目標株価： 398円 期間： 中期(数週間~数ヶ月) 理由： みんかぶポートフォリオ みんかぶポートフォリオから売りと予想,ジーエス・ユアサコーポレーション,2016/01/25,23:49,売り予想,kanchistardustさん,-17.37,400.0,-68.95,397,中期(数週間～数ヶ月),みんかぶポートフォリオ,,496.0,04月09日,16:08,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\15.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 うらちゃん(^-^)/ さんの売買予想。 目標株価： 981円 期間： 長期(数ヶ月～数年) 理由： その他 株価診断結果「割安」に賛成,ジーエス・ユアサコーポレーション,2013/02/19,08:41,買い予想,うらちゃ,223.85,327.0,+146.09,981,長期(数ヶ月～数年),その他,"【株価分析結果】2013/02/19 02:07
　割安

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割安と判断され、また相対比較でも割安と判断されます。結果、現在の株価は「割安」と結論付けました。
　但し、この銘柄の株価が「432円」を超えると割高圏内に入ります。なお、この銘柄は相対比較においてプレミアム評価される傾向にあり、理論株価はその点を考慮して算出されております。
　このように、この銘柄は現在の株価水準において割安と判断されますが、この結果は必ずしも今後の株価の上昇を示唆するものではありません。
投資判断においては、純資産関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄は配当利回りの変動幅が最も狭いことから株主還元策が投資判断で重視されている可能性があります。現状、配当利回りは過去平均値より高い為、過去比較の観点からは割安と判断されます。

【相対比較】
　一方、この銘柄のPBRは同一業種分類銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では同一業種分類を対象に純資産動向が比較されている可能性があります。また、この銘柄は相対比較においてプレミアム評価される傾向にある為、それを考慮します。
　結果、現在、この銘柄の株価は相対比較の観点で割安と判断されます。

",496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\150.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 37 工事中 ! さんの売買予想。 目標株価： 340円 期間： 中期(数週間~数ヶ月) 理由： その他 今買わないと何時になっても買えない,ジーエス・ユアサコーポレーション,2013/02/15,13:19,買い予想,37 　 工事中 !さん,57.65,322.0,+152.77,340,中期(数週間～数ヶ月),その他,,496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\151.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 willweare さんの売買予想。 目標株価： 368円 期間： 中期(数週間~数ヶ月) 理由： 業績(会社計画の修正発表を含む) 個人投資家の意見「売り」に反対,ジーエス・ユアサコーポレーション,2013/02/07,19:50,買い予想,willweareさん,144.76,330.0,+142.18,368,中期(数週間～数ヶ月),業績(会社計画の修正発表を含む),,496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\152.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 canyouspeak2 さんの売買予想。 目標株価： 347円 期間： 中期(数週間~数ヶ月) 理由： チャート 個人投資家の意見「売り」に反対,ジーエス・ユアサコーポレーション,2013/02/05,19:16,買い予想,canyouspeak2さん,238.66,336.0,+134.56,347,中期(数週間～数ヶ月),チャート,,496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\153.html
ジーエス・ユアサ コーポレーション(6674)の売り予想。 37take さんの売買予想。 目標株価： 250円 期間： 中期(数週間~数ヶ月) 理由： チャート 株価診断結果「割安」に反対,ジーエス・ユアサコーポレーション,2013/02/05,12:47,売り予想,37takeさん,-141.66,332.0,-141.32,250,中期(数週間～数ヶ月),チャート,"【株価分析結果】2013/02/05 02:10
　割安

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割安と判断され、また相対比較でも割安と判断されます。結果、現在の株価は「割安」と結論付けました。
　但し、この銘柄の株価が「437円」を超えると割高圏内に入ります。なお、この銘柄は相対比較においてプレミアム評価される傾向にあり、理論株価はその点を考慮して算出されております。
　このように、この銘柄は現在の株価水準において割安と判断されますが、この結果は必ずしも今後の株価の上昇を示唆するものではありません。
投資判断においては、純資産関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄は配当利回りの変動幅が最も狭いことから株主還元策が投資判断で重視されている可能性があります。現状、配当利回りは過去平均値より高い為、過去比較の観点からは割安と判断されます。

【相対比較】
　一方、この銘柄のPBRは同一業種分類銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では同一業種分類を対象に純資産動向が比較されている可能性があります。また、この銘柄は相対比較においてプレミアム評価される傾向にある為、それを考慮します。
　結果、現在、この銘柄の株価は相対比較の観点で割安と判断されます。
",496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\154.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 のりお09 さんの売買予想。 目標株価： 400円 期間： 短期(数分~数日) 理由： チャート 界,ジーエス・ユアサコーポレーション,2013/01/29,16:07,買い予想,のりお09さん,142.18,332.0,+139.61,400,短期(数分～数日),チャート,,496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\155.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 juns7 さんの売買予想。 目標株価： 350円 期間： 短期(数分~数日) 理由： チャート 株価診断結果「割安」に賛成,ジーエス・ユアサコーポレーション,2013/01/29,03:40,買い予想,juns7さん,17.12,334.0,+137.07,350,短期(数分～数日),チャート,"【株価分析結果】2013/01/29 02:10
　割安

  【総論】
　この銘柄は、みんかぶリサーチによる株価診断において過去比較で割安と判断され、また相対比較でも割安と判断されます。結果、現在の株価は「割安」と結論付けました。
　但し、この銘柄の株価が「440円」を超えると割高圏内に入ります。なお、この銘柄は相対比較においてプレミアム評価される傾向にあり、理論株価はその点を考慮して算出されております。
　このように、この銘柄は現在の株価水準において割安と判断されますが、この結果は必ずしも今後の株価の上昇を示唆するものではありません。
投資判断においては、純資産関連事項を中心に、企業や外部環境の動向に注視してください。


【過去比較】
　過去2年間において、この銘柄は配当利回りの変動幅が最も狭いことから株主還元策が投資判断で重視されている可能性があります。現状、配当利回りは過去平均値より高い為、過去比較の観点からは割安と判断されます。

【相対比較】
　一方、この銘柄のPBRは同一業種分類銘柄の平均値と連動性が高い傾向にあります。つまり、この銘柄の投資判断では同一業種分類を対象に純資産動向が比較されている可能性があります。また、この銘柄は相対比較においてプレミアム評価される傾向にある為、それを考慮します。
　結果、現在、この銘柄の株価は相対比較の観点で割安と判断されます。

",496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\156.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 Yesまおﾊﾟﾊﾟ さんの売買予想。 目標株価： 576円 期間： 中期(数週間~数ヶ月) 理由： チャート 検査結果次第？,ジーエス・ユアサコーポレーション,2013/01/28,17:48,買い予想,Yesまおﾊﾟﾊﾟさん,155.32,334.0,+137.07,576,中期(数週間～数ヶ月),チャート,,496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\157.html
ジーエス・ユアサ コーポレーション(6674)の買い予想。 柴犬柴犬 さんの売買予想。 目標株価： 340円 期間： 短期(数分~数日) 理由： その他 個人投資家の意見「売り」に反対,ジーエス・ユアサコーポレーション,2013/01/28,15:42,買い予想,柴犬柴犬さん,51.25,334.0,+137.07,340,短期(数分～数日),その他,ＧＳユアサ立ち入り検査、不具合につながる問題見つからず＝国交省,496.0,04月09日,16:12,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/6674-ジーエス・ユアサコーポレーション/2017-04-09-16-07-30/comment\158.html
