0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"ヤマハ(7951)の買い予想。 ソゼ さんの売買予想。 目標株価： 3,111円 期間： 短期(数分~数日) 理由： その他 .",ヤマハ,2017/04/11,18:07,買い予想,ソゼさん,0.06,"2,988.0",-0.66,"3,110",短期(数分～数日),その他,,"2,989.0",04月12日,12:56,C:\Users\naoya\Desktop\nikkei225\minkabu\Output/7951-ヤマハ/2017-04-12-12-56-47/comment\1.html
